股票代號,股票名稱,持股股數_純數字,權重%,__NAV_VALUE
2330,台積電,1311000,5.9%,48550452697.0
2383,台光電,537000,4.95%,48550452697.0
6669,緯穎,465000,4.44%,48550452697.0
8996,高力,1689000,3.91%,48550452697.0
3105,穩懋,3433000,3.87%,48550452697.0
3665,貿聯-KY,667000,3.8%,48550452697.0
3037,欣興,2310000,3.76%,48550452697.0
3017,奇鋐,601000,3.65%,48550452697.0
2345,智邦,716000,3.16%,48550452697.0
6510,精測,422000,3.16%,48550452697.0
_CASH,現金,500000,-,48550452697.0
