股票代號,股票名稱,持股股數_純數字,權重%,__NAV_VALUE
2330,台積電,1548000,8.71%,38855229625.0
5536,聖暉*,3355000,8.39%,38855229625.0
3105,穩懋,3946000,5.56%,38855229625.0
6669,緯穎,461000,5.5%,38855229625.0
2383,台光電,457000,5.26%,38855229625.0
3264,欣銓,8078000,4.37%,38855229625.0
6139,亞翔,2278000,4.14%,38855229625.0
3017,奇鋐,538000,4.08%,38855229625.0
2345,智邦,719000,3.96%,38855229625.0
2308,台達電,690000,3.68%,38855229625.0
_CASH,現金,500000,-,38855229625.0
